lncRNA,miRNA,Score,Interaction
hsa-miR-151b,NONHSAG028293,0.0004,0
hsa-miR-4518,hsa-miR-3120-3p,0.0004,0
RP11-145G20.1,NONHSAG035370,0.0004,0
hsa-mir-34a-3p,NONHSAG047577,0.0004,0
RP11-1069G10.1,CDC73,0.0004,0
CTD-2611O12.6,UHRF2,0.0004,0
hsa-miR-3120-3p,hsa-miR-4311,0.0004,0
ILF3-AS1,WT1-AS,0.0004,0
AC074212.5,LOC100129931,0.0004,0
hsa-miR-146b-5p,ARHGAP22-IT1,0.0003,0
RAI14,PTP4A1,0.0003,0
ARFGAP1,PPP1R3E,0.0003,0
MIR146A,LOC100129034,0.0003,0
miR-330-5p,MALAT-1,0.0003,0
LINC00685,NONHSAG042757,0.0003,0
PPP1R18,BRD2-IT1,0.0003,0
POGZ,MAST2,0.0003,0
FAM179B,RP11-574K11.16,0.0003,0
hsa-miR-125b-5p,POMP,0.0003,0
LRRC41,RP11-1094M14.11,0.0003,0
CD2AP,NONHSAG020846,0.0003,0
FP671120,RP11-527D7.1,0.0003,0
hsa-miR-30d-3p,MTRF1,0.0003,0
hsa-miR-4667-3p,RP11-177A2.4,0.0003,0
MYD88,CASP4,0.0003,0
hsa-miR-218-1-3p,NONHSAG043581,0.0003,0
AC007092.1,NONHSAG018111,0.0003,0
RP11-429P3.4,PRPF40B,0.0003,0
hsa-miR-493-5p,MIR3142HG,0.0003,0
CTA-14H9.5,SSBP1,0.0003,0
PHF21A,DMRTC2,0.0003,0
miR-503,miR-186-5p,0.0003,0
LOC92249,NONHSAG000975,0.0003,0
hsa-miR-384,AC083799.1,0.0003,0
CTD-2377D24.6,PCMTD1,0.0003,0
NONHSAG034512,ZACN,0.0003,0
LINC00667,hsa-miR-449b-3p,0.0003,0
C22orf43,hsa-miR-423-5p,0.0003,0
hsa-mir-451a,miR-522-3p,0.0003,0
SLC25A44,YDJC,0.0003,0
hsa-miR-6133,RP11-160E2.13,0.0003,0
LINC00910,PIAS2,0.0003,0
FXR1,EXOSC10,0.0003,0
hsa-miR-4273,MicroRNA-200a,0.0003,0
ZFYVE19,NONHSAG052969,0.0003,0
hsa-miR-185-3p,TSC22D2,0.0003,0
NONHSAG037206,OSBPL8,0.0003,0
OSGEPL1,ANKRD29,0.0003,0
hsa-mir-130a-3p,WDR4,0.0003,0
ARHGAP19-SLIT1,TAB2,0.0003,0
RP11-46C20.1,hsa-miR-363-5p,0.0003,0
TMEM18,NONHSAG040319,0.0003,0
hsa-miR-185-3p,RPS8,0.0003,0
hsa-miR-302e,TMEM69,0.0003,0
CHTF18,ZNF92P3,0.0003,0
NONHSAG048942,RP4-550H1.6,0.0003,0
MAD2L1BP,AC016700.5,0.0003,0
PAX9,GLRX,0.0003,0
NONHSAG045405,NONHSAG030162,0.0003,0
MIR4732,RP11-742N3.1,0.0003,0
MED25,NONHSAG003041,0.0003,0
SLC2A3P1,hsa-miR-215-5p,0.0003,0
NPPA-AS1,RP11-90H3.1,0.0003,0
CTA-204B4.6,RP11-160E2.6,0.0003,0
hsa-miR-382-5p,COX6A1,0.0003,0
DCP2,SRP19,0.0003,0
hsa-mir-320a,NONHSAG038290,0.0003,0
hsa-miR-374b-3p,NONHSAG036740,0.0003,0
NCAPD2,C9orf117,0.0003,0
RP11-30J20.1,ARHGEF3,0.0003,0
hsa-miR-378f,NONHSAG008242,0.0003,0
NONHSAG007740,CAPNS1,0.0003,0
hsa-miR-520f,TNRC6B,0.0003,0
CTD-2651B20.7,RP11-112H10.6,0.0003,0
NONHSAG039624,hsa-mir-93-3p,0.0003,0
CSTB,NONHSAG049104,0.0003,0
NONHSAG014373,RN7SL770P,0.0003,0
RP11-123O10.3,ANKRD10-IT1,0.0002,0
hsa-miR-384,PITPNB,0.0002,0
ASPDH,CTC-507E2.2,0.0002,0
NONHSAG022380,WDR11,0.0002,0
PRKAB2,NONHSAG034087,0.0002,0
CTB-175P5.4,RP11-296K13.1,0.0002,0
RP11-30K9.5,HILPDA,0.0002,0
PPP6R3,hsa-mir-99b,0.0002,0
AC007620.3,CFLAR,0.0002,0
EXOSC9,Z83851.1,0.0002,0
hsa-mir-301a-3p,miR-449b-5p,0.0002,0
MRPS5,RP13-895J2.7,0.0002,0
CRLF1,SLC16A1,0.0002,0
NONO,NONHSAG028566,0.0002,0
POGLUT1,NONHSAG007470,0.0002,0
NONHSAG009101,NONHSAG027664,0.0002,0
NONHSAG015406,PTP4A1P1,0.0002,0
NPM1,G3BP1,0.0002,0
NONHSAG028707,RP11-432J22.2,0.0002,0
C3orf14,SMURF2,0.0002,0
WSB1,NONHSAG049104,0.0002,0
hsa-miR-3926,MicroRNA-200a,0.0002,0
AL589743.1,RP1-59D14.6,0.0002,0
LARP4B,BTF3,0.0002,0
RAD23A,LBX1-AS1,0.0002,0
TXNDC17,OSBPL8,0.0002,0
NONHSAG022380,WDR11,0.0002,0
MAP1LC3B,AL021977.1,0.0002,0
ARHGAP12,WT1-AS,0.0002,0
NONHSAG009729,RP11-44D19.1,0.0002,0
hsa-miR-301b,hsa-miR-6511b-3p,0.0002,0
NONHSAG003590,AFAP1-AS1,0.0002,0
miR-515,ZFPM2-AS1,0.0002,0
THYN1,RBM11,0.0002,0
NONHSAG040571,RP11-407G23.3,0.0002,0
hsa-mir-200c-3p,PTTG3P,0.0002,0
NONHSAG047667,CHTOP,0.0002,0
YAF2,RNU12,0.0002,0
MDM2,NONHSAG012846,0.0002,0
DESI1,CASP4,0.0002,0
SLC25A40,NONHSAG052170,0.0002,0
NONHSAG001180,HLA-DMB,0.0002,0
ICMT,HMGXB4,0.0002,0
NONHSAG003607,C16orf93,0.0002,0
AC021593.1,TSEN54,0.0002,0
NONHSAG050574,RP11-467L19.8,0.0002,0
AC009473.1,RP11-658F2.8,0.0002,0
CCNI,miR-29c-3p,0.0002,0
NONHSAG004866,miR-330-5p,0.0002,0
NONHSAG008571,NONHSAG013417,0.0002,0
hsa-miR-532-3p,AP003419.16,0.0002,0
TM4SF19-AS1,CTD-2620I22.7,0.0002,0
NONHSAG052014,ERP29,0.0002,0
hsa-miR-185-3p,RP11-133N21.10,0.0002,0
hsa-miR-668-3p,CTD-2228K2.5,0.0002,0
hsa-miR-15b-5p,ARL16,0.0002,0
hsa-miR-376a-3p,PPP4C,0.0002,0
hsa-mir-342-3p,RABAC1,0.0002,0
hsa-miR-149-3p,CTC-273B12.5,0.0002,0
C7orf49,WDR4,0.0002,0
SNORD17,DMRTC2,0.0002,0
hsa-miR-374c-5p,NONHSAG007363,0.0002,0
SNRNP200,RIMKLB,0.0002,0
hsa-mir-107,RNF126,0.0002,0
hsa-mir-29b-2-5p,NONHSAG042478,0.0002,0
hsa-miR-151b,RP11-473M20.16,0.0002,0
C1orf167,NONHSAG018111,0.0002,0
DRG2,NONHSAG001462,0.0002,0
hsa-miR-384,NONHSAG013565,0.0002,0
hsa-mir-34a-3p,CLK3,0.0002,0
RP11-124N3.2,NET1,0.0002,0
hsa-mir-222,miR-522-3p,0.0002,0
C12orf45,AC007559.1,0.0002,0
MICU2,PRKRA,0.0002,0
STMN1,RP11-574K11.16,0.0002,0
RP11-770J1.5,HOTAIR,0.0002,0
HCG18,RP1-211D12.3,0.0002,0
hsa-mir-27a/27b,CCDC24,0.0002,0
hsa-mir-216b,PTOV1,0.0002,0
hsa-mir-20b-3p,NONHSAG054781,0.0002,0
AC006128.2,SCARNA17,0.0002,0
hsa-mir-494-3p,miR-146b-5p,0.0002,0
hsa-miR-3167,PRMT1,0.0002,0
NONHSAG050962,hsa-miR-502-5p,0.0002,0
hsa-miR-143-3p,GS1-259H13.2,0.0002,0
hsa-miR-551b-5p,NONHSAG032438,0.0002,0
hsa-miR-877-3p,NONHSAG008671,0.0002,0
PPP2R1B,CTD-2017D11.1,0.0002,0
hsa-miR-221-3p,EED,0.0002,0
hsa-miR-876-5p,ZNF815P,0.0002,0
SNHG17,CTD-2620I22.7,0.0002,0
hsa-miR-296-3p,NONHSAG027301,0.0002,0
RSRC2,miR-29c-3p,0.0002,0
NONHSAG021363,hsa-mir-448,0.0002,0
NONHSAG048256,CTD-2554C21.2,0.0002,0
TAB1,IQGAP1,0.0002,0
WBP2,RP11-296K13.1,0.0002,0
TPT1,NONHSAG043628,0.0002,0
SRP14-AS1,GPS1,0.0002,0
HSD17B1,INTS1,0.0002,0
AC010525.7,ADSL,0.0002,0
hsa-miR-199a-5p,ANRIL,0.0002,0
STARD3NL,SNHG11,0.0002,0
POLD2,IGHVII-28-1,0.0002,0
hsa-miR-15b-5p,RTCA,0.0002,0
hsa-miR-182-3p,IQCH-AS1,0.0002,0
hsa-miR-127-5p,C21orf58,0.0002,0
hsa-miR-192-3p,RP11-392M18.5,0.0002,0
hsa-miR-199a-5p,NONHSAG010760,0.0002,0
RP11-796E2.4,hsa-miR-4520a-3p,0.0002,0
hsa-miR-382-5p,RUFY2,0.0002,0
hsa-mir-331-3p,NONHSAG032255,0.0002,0
hsa-miR-3681-3p,RP11-63M22.2,0.0002,0
hsa-mir-6807,MICALL1,0.0002,0
hsa-mir-6807,FTSJ3,0.0002,0
hsa-miR-379-3p,KDM4A-AS1,0.0002,0
hsa-mir-150,NONHSAG028819,0.0002,0
hsa-mir-20a/106b,hsa-mir-5095,0.0002,0
NSMCE2,NONHSAG014490,0.0002,0
RBBP9,RP11-44D19.1,0.0002,0
PPIE,NONHSAG021930,0.0002,0
NONHSAG054781,DCTN4,0.0002,0
ELMO1,NONHSAG044958,0.0002,0
hsa-mir-130a-3p,MAN2C1,0.0002,0
GGA2,hsa-miR-3159,0.0002,0
LINC00852,miR-140-3p,0.0002,0
hsa-mir-6838,RN7SL800P,0.0002,0
hsa-miR-185-3p,SNRNP70,0.0002,0
CTC-429P9.1,STARD4-AS1,0.0002,0
AC016747.3,POLB,0.0002,0
RANBP1,RP11-296K13.1,0.0002,0
miR-23a-3p,LINC00472,0.0002,0
HOTAIR,ZFPM2-AS1,0.0002,0
hsa-miR-409-5p,NONHSAG027511,0.0002,0
CFLAR,AC007620.3,0.0002,0
hsa-mir-28-3p,miR-98,0.0002,0
GNPAT,POGZ,0.0002,0
PSME4,TTC14,0.0002,0
NONHSAG053897,CMTM6,0.0002,0
hsa-miR-6884-5p,WRAP73,0.0002,0
NONHSAG038845,CHMP1B,0.0002,0
RNF219-AS1,C9orf117,0.0002,0
hsa-miR-1298-5p,WT1-AS,0.0002,0
hsa-mir-222,NONHSAG055189,0.0002,0
COPS3,NONHSAG043248,0.0002,0
hsa-miR-1271-3p,MBD6,0.0002,0
hsa-miR-302e,IRF9,0.0002,0
ATP5A1,NONHSAG015446,0.0002,0
hsa-miR-4262,NONHSAG015902,0.0002,0
hsa-miR-296-3p,EARS2,0.0002,0
RNF157,hsa-miR-3190-3p,0.0002,0
hsa-miR-296-3p,NONHSAG034369,0.0002,0
INTS4,UBA5,0.0002,0
hsa-miR-665,RNF11,0.0002,0
AC091729.9,RP11-526I2.5,0.0002,0
hsa-miR-3173-3p,RP11-796E2.4,0.0002,0
RP11-540O11.1,NONHSAG010162,0.0002,0
PEX10,SPSB3,0.0002,0
NONHSAG048826,CCDC18,0.0002,0
KYNU,RP11-395M19.1,0.0002,0
hsa-miR-146a-3p,NONHSAG025813,0.0002,0
IFI44L,HACE1,0.0002,0
RP11-46C24.6,AC084809.2,0.0002,0
TMEM214,MYL6,0.0002,0
LYRM2,hsa-mir-223-3p,0.0002,0
NONHSAG050474,RAP2C,0.0001,0
NONHSAG039509,NONHSAG021912,0.0001,0
TSPAN3,NONHSAG010162,0.0001,0
hsa-miR-6133,RP11-160E2.13,0.0001,0
INO80E,NONHSAG053689,0.0001,0
NONHSAG013249,RUFY1,0.0001,0
SERP1,ZNF195,0.0001,0
miR-125a,PDIA3P1,0.0001,0
NONHSAG047792,BVES-AS1,0.0001,0
NONHSAG016687,VPS37B,0.0001,0
NONHSAG048887,TBC1D23,0.0001,0
hsa-miR-3150b-5p,hsa-miR-6165,0.0001,0
PATL2,MIR205HG,0.0001,0
STARD3NL,SNHG11,0.0001,0
AC005329.7,RAB10,0.0001,0
ZCCHC17,TOMM20,0.0001,0
AC010620.1,NONHSAG048488,0.0001,0
hsa-miR-1298-5p,WT1-AS,0.0001,0
ST13P20,NONHSAG017238,0.0001,0
RPL3,MRPL21,0.0001,0
EXOSC10,RP11-539L10.2,0.0001,0
PTPLAD1,POGZ,0.0001,0
OSBPL8,UBE2H,0.0001,0
MGAT4A,RP11-1103G16.1,0.0001,0
DYM,NONHSAG001563,0.0001,0
EXOC1,RN7SL281P,0.0001,0
RP11-374M1.4,RP11-796E2.4,0.0001,0
AC018766.6,NONHSAG000259,0.0001,0
NONHSAG044955,ZNF815P,0.0001,0
RP11-290F5.2,CFLAR,0.0001,0
hsa-miR-433,BCAR4,0.0001,0
NONHSAG000110,NONHSAG043326,0.0001,0
ELMO2,WWP1,0.0001,0
NONHSAG018460,NONHSAG055371,0.0001,0
NCOA7,NONHSAG000032,0.0001,0
RP4-584D14.5,FGF9,0.0001,0
NONHSAG041054,MMP24-AS1,0.0001,0
NONHSAG048263,EXOSC10,0.0001,0
PPWD1,RP11-145G20.1,0.0001,0
DNM2,RP5-902P8.12,0.0001,0
hsa-mir-615-3p,miR-125a,0.0001,0
UBE2Q1,BTF3,0.0001,0
OXNAD1,hsa-miR-4747-5p,0.0001,0
hsa-mir-641,hsa-miR-3120-3p,0.0001,0
PRRC2B,CEP85,0.0001,0
RP11-417L19.4,FKRP,0.0001,0
hsa-miR-410-3p,RP11-574K11.16,0.0001,0
XIAP,WT1-AS,0.0001,0
NONHSAG007406,NONHSAG012498,0.0001,0
ZNF789,FAM160B2,0.0001,0
MDH1,POLD2,0.0001,0
TLR1,CTD-2083E4.7,0.0001,0
NAT10,POLD2,0.0001,0
NFX1,RAI14,0.0001,0
C14orf37,SART3,0.0001,0
NONHSAG000442,AC016700.5,0.0001,0
HMGCL,TMA16P1,0.0001,0
NONHSAG037018,NONHSAG043853,0.0001,0
NONHSAG017425,HSPA8,0.0001,0
WDR11,NONHSAG034595,0.0001,0
PCAT1,MIR205HG,0.0001,0
IFI44L,HACE1,0.0001,0
ABC12-49244600F4.3,miR-154-5p,0.0001,0
miR-16-5p,miR-186-5p,0.0001,0
DOM3Z,RP11-214C8.5,0.0001,0
NONHSAG012509,SLC50A1,0.0001,0
CPS1,AC074286.1,0.0001,0
RAD23A,LBX1-AS1,0.0001,0
ARHGAP44,LBX1-AS1,0.0001,0
TMEM116,NONHSAG011014,0.0001,0
RPL23AP2,NONHSAG052570,0.0001,0
CMTM7,NONHSAG048353,0.0001,0
NONHSAG037792,ZNF551,0.0001,0
NONHSAG002625,UTY,0.0001,0
hsa-miR-29a-5p,PVT1,0.0001,0
hsa-miR-4728-3p,RP11-160E2.13,0.0001,0
DMTF1,GNG5,0.0001,0
miR-21,miR-135a-5p,0.0001,0
DDAH2,NONHSAG009406,0.0001,0
TIMM9,42068,0.0001,0
QTRTD1,RP11-124N3.2,0.0001,0
AASDHPPT,miR-29c-3p,0.0001,0
HSD17B10,CCNDBP1,0.0001,0
SNHG15,BDNF-AS,0.0001,0
RIMKLB,NONHSAG030162,0.0001,0
NYX,NONHSAG020846,0.0001,0
NONHSAG000092,miR-17-5p,0.0001,0
NONHSAG034017,RP5-902P8.12,0.0001,0
YIPF3,NONHSAG002780,0.0001,0
DAD1,MVD,0.0001,0
CENPL,C14orf105,0.0001,0
mmu-mir-34a,HOTAIR,0.0001,0
LEPREL2,NONHSAG018111,0.0001,0
TMX2,NONHSAG043248,0.0001,0
NUP62,AC074212.5,0.0001,0
NONHSAG023101,NONHSAG001462,0.0001,0
hsa-miR-3617-3p,hsa-miR-2114-3p,0.0001,0
NONHSAG020010,AHSA1,0.0001,0
AC006547.13,SUCLA2,0.0001,0
C17orf51,BRI3,0.0001,0
NONHSAG038327,hsa-miR-6510-5p,0.0001,0
RP13-516M14.1,MIR210HG,0.0001,0
hsa-mir-301a-3p,miR-449b-5p,0.0001,0
RP11-3P22.2,hsa-miR-3190-3p,0.0001,0
SF3B14,KLHL3,0.0001,0
RP11-325F22.3,PIAS2,0.0001,0
NONHSAG026281,CTC-459F4.3,0.0001,0
NONHSAG022594,PTTG3P,0.0001,0
NONHSAG005989,RBM5,0.0001,0
RP11-517C16.2,RP11-119K6.6,0.0001,0
LINC00511,LINC00879,0.0001,0
HOXA-AS3,LBX1-AS1,0.0001,0
ATP1A1,ALDH9A1,0.0001,0
SLC5A6,NONHSAG026682,0.0001,0
NONHSAG013546,APEX1,0.0001,0
RP11-2C24.6,CLK2,0.0001,0
DCTN4,MAPKAP1,0.0001,0
hsa-miR-4775,AC093484.6,0.0001,0
RPL18,ORAOV1,0.0001,0
CLDN11,NONHSAG002009,0.0001,0
RP11-351M8.2,NONHSAG043790,0.0001,0
RUFY1,RP11-467L19.8,0.0001,0
RP11-649G15.2,LRCH3,0.0001,0
DLX6-AS1,H19,0.0001,0
C8orf76,ANKRD10-IT1,0.0001,0
MIR3142HG,HOTAIR,0.0001,0
ATP6V1E1,RP11-296K13.1,0.0001,0
AC012314.8,STON1,0.0001,0
TRA2B,RP11-506M13.3,0.0001,0
ADCY7,hsa-miR-147b,0.0001,0
LA16c-360H6.3,hsa-mir-1303,0.0001,0
NONHSAG004265,RP11-44D19.1,0.0001,0
STRADA,PURA,0.0001,0
P4HB,NONHSAG005163,0.0001,0
CHCHD10,hsa-miR-586,0.0001,0
MAPKAP1,RP11-611O2.3,0.0001,0
NONHSAG007406,NONHSAG012498,0.0001,0
RP11-66N24.4,RP11-574K11.16,0.0001,0
RP3-525N10.2,miR-29c-3p,0.0001,0
hsa-miR-577,RP4-550H1.6,0.0001,0
NONHSAG001438,RP11-296K13.1,0.0001,0
NONHSAG049895,FAM134B,0.0001,0
RP11-4F5.2,CCNDBP1,0.0001,0
AC008865.1,CAPZA1,0.0001,0
DMRTC2,PHF21A,0.0001,0
RP11-44F14.2,RP11-10N23.4,0.0001,0
CD2AP,NONHSAG020846,0.0001,0
RSU1P2,RP11-574K11.16,0.0001,0
NONHSAG042478,EEF2,0.0001,0
hsa-mir-92a-1-5p,RP11-574K11.16,0.0001,0
ATP13A3,ZNF815P,0.0001,0
THAP7,LCP1,0.0001,0
NUMA1,CHTOP,0.0001,0
DNAJA1,NONHSAG052570,0.0001,0
NONHSAG038617,hsa-miR-3159,0.0001,0
LA16c-360H6.3,hsa-mir-1303,0.0001,0
GS1-259H13.2,GAS6-AS2,0.0001,0
NONHSAG003894,NONHSAG018664,0.0001,0
hsa-miR-3681-3p,PRR3,0.0001,0
NONHSAG045393,RP11-1109F11.3,0.0001,0
NONHSAG043573,NONHSAG018111,0.0001,0
NONHSAG018664,CTC-273B12.8,0.0001,0
SUZ12P,SP140L,0.0001,0
UBQLN1,PDE7A,0.0001,0
TXNDC15,TTN-AS1,0.0001,0
LINC00476,hsa-miR-127-5p,0.0001,0
ADAM15,LLGL2,0.0001,0
DMTF1,GNG5,0.0001,0
NONHSAG004065,ELOVL5,0.0001,0
NONHSAG007992,NYX,0.0001,0
SVIP,BRI3,0.0001,0
RP11-729L2.2,RP11-324I22.2,0.0001,0
hsa-mir-374a-3p,NORAD,0.0001,0
CEP104,VTI1B,0.0001,0
PTOV1,MAPKAP1,0.0001,0
RUNDC3A,RP11-650J17.1,0.0001,0
ZMYM4,CD47,0.0001,0
LY6K,RP11-160E2.6,0.0001,0
RP4-758J18.10,AC023271.2,0.0001,0
RP3-525N10.2,miR-29c-3p,0.0001,0
CTD-2647L4.4,RP11-574K11.16,0.0001,0
SNF8,miR-1261,0.0001,0
NONHSAG017162,CLK2,0.0001,0
NONHSAG038790,NONHSAG032339,0.0001,0
hsa-miR-369-3p,miR-934,0.0001,0
GPD2,ELMO1,0.0001,0
TM2D1,GRN,0.0001,0
EAF1-AS1,IL6ST,0.0001,0
NONHSAG050957,TNK2 AS1,0.0001,0
HNRNPC,CDK17,0.0001,0
RPL4,RP5-902P8.12,0.0001,0
NONHSAG029769,NONHSAG041054,0.0001,0
hsa-mir-421,miR-522-3p,0.0001,0
UBAP2,RANP6,0.0001,0
NONHSAG009017,NONHSAG031602,0.0001,0
FBXO11,miR-29c-3p,0.0001,0
PCBP1-AS1,NONHSAG035119,0.0001,0
NONHSAG028707,RP11-432J22.2,0.0001,0
hsa-miR-18a-3p,RP1-211D12.3,0.0001,0
C1orf85,PIP5K1A,0.0001,0
COL21A1,COL6A1,0.0001,0
SLC35F5,NONHSAG033092,0.0001,0
hsa-mir-34a-3p,NONHSAG003641,0.0001,0
hsa-miR-526b-3p,NONHSAG004516,0.0001,0
hsa-miR-362-5p,CHTF18,0.0001,0
RP11-553L6.5,LINC01534,0.0001,0
METTL9,hsa-miR-382-5p,0.0001,0
RP11-44D19.1,FAM89A,0.0001,0
NONHSAG000098,TCTN1,0.0001,0
hsa-miR-376c-3p,ANAPC11,0.0001,0
hsa-mir-216a-3p,NONHSAG013991,0.0001,0
hsa-miR-5688,MRPL1,0.0001,0
hsa-miR-4319,LOXL2,0.0001,0
hsa-miR-199a-5p,CLK2,0.0001,0
TMEM39A,NONHSAG045485,0.0001,0
hsa-miR-208b-3p,DNAJC19,0.0001,0
hsa-miR-135a2,NONHSAG040266,0.0001,0
hsa-mir-130a-3p,DEPDC1,0.0001,0
hsa-mir-181c,NONHSAG010771,0.0001,0
hsa-miR-502-5p,RP11-574K11.16,0.0001,0
hsa-miR-199a-5p,FLNA,0.0001,0
NUP205,CCNI,0.0001,0
hsa-miR-590-3p,NONHSAG049919,0.0001,0
AC005307.3,MCCC1,0.0001,0
DNAJC9,RP11-649A18.4,0.0001,0
NLGN2,RP11-574K11.16,0.0001,0
hsa-miR-362-5p,RP11-819C21.1,0.0001,0
NONHSAG039457,HCP5,0.0001,0
hsa-mir-17/20b/93/51,AP3B1,0.0001,0
hsa-miR-1197,RP11-192H23.6,0.0001,0
hsa-mir-206,OIP5-AS1,0.0001,0
hsa-mir-17/20b/93/51,NONHSAG055576,0.0001,0
hsa-miR-338-3p,MEN1,0.0001,0
NONHSAG048949,SNRPA1,0.0001,0
PRRC2B,hsa-mir-10a-3p,0.0001,0
NONHSAG011245,miR-155-5p,0.0001,0
EPB41,FBXO3,0.0001,0
RP11-379H18.1,UTY,0.0001,0
AL139819.1,hsa-miR-9-5p,0.0001,0
hsa-miR-4770,C1QBP,0.0001,0
hsa-mir-24-1,BLMH,0.0001,0
RAD51D,IGHVII-28-1,0.0001,0
TCHP,hsa-miR-486-3p,0.0001,0
hsa-mir-148b,h19,0.0001,0
CDK1,NONHSAG011437,0.0001,0
S100A13,NONHSAG000259,0.0001,0
GTPBP10,Z83851.1,0.0001,0
SUPT4H1,KDM5B,0.0001,0
hsa-mir-128,ZFAND6,0.0001,0
hsa-miR-33b-3p,CMC2,0.0001,0
hsa-miR-874,RP11-442H21.2,0.0001,0
TYW5,ARFGEF1,0.0001,0
NONHSAG029769,NONHSAG041054,0.0001,0
hsa-mir-494-3p,CMTM4,0.0001,0
hsa-mir-744-3p,BZRAP1,0.0001,0
RP11-588K22.2,RP11-78O7.2,0.0001,0
hsa-miR-134-5p,RP11-388P9.2,0.0001,0
AC007879.2,hsa-mir-23b-3p,0.0001,0
CTC-507E2.2,RP11-734I18.1,0.0001,0
RP11-216B9.6,MED22,0.0001,0
hsa-miR-4429,NONHSAG040291,0.0001,0
hsa-miR-454-3p,NONHSAG027419,0.0001,0
RP11-129B22.1,RP11-438B23.2,0.0001,0
hsa-mir-142-3p,TMEM87A,0.0001,0
hsa-let-7c,RP11-362K14.5,0.0001,0
NONHSAG053781,MED31,0.0001,0
NONHSAG039763,NONHSAG011437,0.0001,0
CDAN1,NET1,0.0001,0
KANSL1L,hsa-mir-216b,0.0001,0
NONHSAG044174,NONHSAG014177,0.0001,0
hsa-miR-6088,NONHSAG001079,0.0001,0
NONHSAG050914,miR-525-5p,0.0001,0
hsa-miR-548v,RP11-177A2.4,0.0001,0
GRHPR,MRPS18B,0.0001,0
hsa-miR-369-3p,LINC00958,0.0001,0
C7orf49,WDR4,0.0001,0
hsa-miR-106a-3p,AC074391.1,0.0001,0
hsa-mir-93-3p,RP11-649A18.4,0.0001,0
hsa-miR-454-3p,FBXO11,0.0001,0
hsa-mir-367-3p,DECR1,0.0001,0
hsa-mir-15a/15b/16/1,DNAJC19,0.0001,0
NONHSAG050903,hsa-miR-6510-5p,0.0001,0
NONHSAG012846,CHTOP,0.0001,0
NONHSAG013576,CMTM6,0.0001,0
WDR34,NONHSAG009722,0.0001,0
hsa-mir-27a/27b,NONHSAG045054,0.0001,0
OGFR-AS1,NONHSAG001617,0.0001,0
ZC3H11A,NONHSAG053871,0.0001,0
RPS4Y1,RP11-407G23.3,0.0001,0
ZNF652,USP10,0.0001,0
hsa-miR-1197,NONHSAG003196,0.0001,0
TCHP,RFK,0.0001,0
hsa-miR-374b-3p,NONHSAG015511,0.0001,0
CLUHP3,NDUFA5,0.0001,0
hsa-miR-190b,GTPBP10,0.0001,0
RBFA,LINC00664,0.0001,0
NONHSAG018767,ABR,0.0001,0
CTB-89H12.4,hsa-miR-6085,0.0001,0
hsa-miR-665,MIR142,0.0001,0
FASTK,NONHSAG043482,0.0001,0
hsa-miR-503-3p,PROZ,0.0001,0
hsa-miR-335-3p,MAP7D1,0.0001,0
CBFB,hsa-miR-379-3p,0.0001,0
SNHG17,CTD-2620I22.7,0.0001,0
hsa-mir-20a/106b,hsa-mir-5095,0.0001,0
GRAMD1A,NONHSAG000125,0.0001,0
SEH1L,RP11-265N6.2,0.0001,0
hsa-miR-582-3p,TRIM3,0.0001,0
NONHSAG038752,GLRX,0.0001,0
hsa-miR-106a-3p,WDR61,0.0001,0
hsa-miR-143-3p,RP4-550H1.6,0.0001,0
hsa-miR-195-3p,RP11-38P22.2,0.0001,0
hsa-miR-372,RP11-574K11.16,0.0001,0
RP11-184E9.1,NONHSAG048949,0.0001,0
NONHSAG048074,NONHSAG023907,0.0001,0
hsa-mir-24-1,NONHSAG055586,0.0001,0
hsa-mir-28-3p,LONRF1,0.0001,0
NONHSAG021996,RP11-1055B8.4,0.0001,0
FARP1,DBF4,0.0001,0
PSMA1,TTN-AS1,0.0001,0
RP11-384B12.2,HNRNPA2B1,0.0001,0
hsa-miR-382-5p,NONHSAG022295,0.0001,0
hsa-mir-17/20b/93/51,SRSF2,0.0001,0
hsa-let-7a-2,ERP29,0.0001,0
hsa-miR-6504-3p,STAG3L5P,0.0001,0
hsa-miR-346,GAS6-AS2,0.0001,0
hsa-miR-129-5p,C19orf66,0.0001,0
CTD-2528L19.6,RP11-540O11.1,0.0001,0
AC009133.12,HOXA-AS4,0.0001,0
hsa-miR-22-3p,NXN,0.0001,0
SNX5,hsa-mir-142-3p,0.0001,0
hsa-miR-382-5p,SFPQ,0.0001,0
hsa-miR-532-3p,NONHSAG006086,0.0001,0
hsa-miR-490-3p,N4BP2L1,0.0001,0
NONHSAG033837,RP11-438B23.2,0.0001,0
hsa-miR-132-3p,RP11-231P20.5,0.0001,0
hsa-miR-520b,NONHSAG055099,0.0001,0
hsa-mir-98,COQ10B,0.0001,0
hsa-miR-129-2-3p,RP4-794H19.1,0.0001,0
LEPREL2,NONHSAG018111,0.0001,0
hsa-miR-9-5p,SEPT7P2,0.0001,0
hsa-miR-320b,MAN2C1,0.0001,0
TPT1-AS1,RNF216P1,0.0001,0
NONHSAG011053,NONHSAG001617,0.0001,0
hsa-mir-153,USP33,0.0001,0
miR‑32‑5p,RP11-574K11.16,0.0001,0
FZR1,NONHSAG011174,0.0001,0
BAZ1A,hsa-miR-520b,0.0001,0
NONHSAG008148,NONHSAG025370,0.0001,0
NONHSAG053814,RP11-796E2.4,0.0001,0
